"behavior_personal","mask_behavior_i_wear_a_mask_when_outdoors_and_there_are_few_to_no_people_near_me","mask_behavior_i_wear_a_mask_when_outdoors_and_am_close_to_people","timestamp"
"in the last month",1,1,1603688222
