"comfort_grocery","comfort_plane","comfort_rideshare","comfort_restaurant_in","comfort_restaurant_out","comfort_friends_in","comfort_friends_out","comfort_event_in","comfort_event_out","comfort_medical","comfort_personal","behavior_grocery","timestamp"
"1","1","1","1","1","1","1","1","1","1","1","Yes","1603594431"
